,date,username,verified,followersCount,location,content,replyCount,retweetCount,likeCount,sentiment_output_roberta,sentiment_probability_roberta
933,2021-08-25 10:39:31+00:00,LaVanguardia,True,1234510,Barcelona,"Detectados anticuerpos en la sangre del cordón de un bebé de una madre vacunada contra la covid.

El niño no ha tenido ningún efecto secundario derivado de la vacuna.
  https://t.co/myd9nQMGHo",3,2,10,LABEL_0,0.861504316329956
934,2021-08-25 10:34:25+00:00,javimerc,False,53,Madrid,"Totalmente de acuerdo, no podré entender que no se esté haciendo todo y más para que la humanidad entera vayamos al mismo paso con la vacuna. Salvar el primer mundo no será posible si los más desfavorecidos no tienen su vacuna. Capitalismo hipócrita!!!! https://t.co/w6AdlIhOG0",0,0,1,LABEL_0,0.996816098690033
935,2021-08-25 10:31:47+00:00,alexwolfx2,False,1371,"Madrid, Comunidad de Madrid",La variante delta está dejando secuelas..muy jodidas...no bajéis la guardia.....👍🏻,0,0,1,LABEL_0,0.9891742467880249
936,2021-08-25 10:30:45+00:00,Serpati97,False,821,"Valencia, España",Ya tengo las dos dosis de la Vacuna 😊,0,0,1,LABEL_1,0.9937682151794434
937,2021-08-25 10:25:23+00:00,patrilaselma,False,2352,"Madrid, Spain","Estos estudios no descuentan ni la estacionalidad ni el sesgo de medición y se precipitan a sacar conclusiones de manera totalmente temeraria y negligente.

Si seguimos midiendo igual de mal, en invierno ninguna vacuna funcionará contra la variante que haya.

Es mala ciencia. https://t.co/f9UaYWcxZE",1,1,5,LABEL_0,0.9950063228607178
938,2021-08-25 10:09:55+00:00,majomartin17,False,1215,"Madrid, Spain","Me ha bajado la regla, he tenido analisis de sangre a las 8:30, vacuna del covid a las 8:50. Como va vuestro dia? :)",1,0,1,LABEL_0,0.9903026223182678
939,2021-08-25 10:07:33+00:00,CaquitaDeArale,False,698,Barcelona,"A por la segunda dosis de pfizer y luego al trabajo espero que me crezcan las tetas, se me salten los botones de la camisa y le den a un cliente y caiga redondo al suelo 😳",5,0,22,LABEL_0,0.9895972609519958
940,2021-08-25 10:05:12+00:00,Elmedicoint,False,10472,Madrid ,"AstraZeneca, @AstraZenecaES , lanza documento sobre Leucemia Linfocítica Crónica y Medicina de Precisión #leucemia https://t.co/pnFpwvGatY",0,0,2,LABEL_0,0.9921122789382935
941,2021-08-25 10:04:38+00:00,FerranLoquero,False,181,Llanuras de Gaur,"Se vino la vacuna. Ha sido la Pfizer, así que se vienen boobalongas https://t.co/VgomB4Wloh",2,0,6,LABEL_0,0.988484799861908
942,2021-08-25 10:04:18+00:00,PolMarin06,False,1269,"Barcelona, España",Ya estoy vacunado de la segunda y última dosis de Moderna ✌🏼,0,0,2,LABEL_1,0.7537392377853394
943,2021-08-25 10:01:43+00:00,serendipiaty,False,18157,Santiago Bernabéu,"Oye la vacuna que me atrase la regla que no quiero empezar a trabajar con ella, gracias.",1,0,0,LABEL_0,0.9958456158638
944,2021-08-25 09:58:15+00:00,BIEspana,True,15155,"Madrid, Spain","💉  #Vacunas | El CEO de Pfizer, Albert Bourla, ha asegurado en una entrevista que ve posible que 'algún día' pueda surgir una variante de coronavirus resistente a las vacunas.  https://t.co/xPQo78LVI8",0,2,0,LABEL_0,0.9866496920585632
945,2021-08-25 09:53:36+00:00,TheDarkPyro,False,282,"Valencia, España",Me he puesto la segunda dosis de la vacuna y me encuentro perfectamente,0,0,4,LABEL_1,0.8785523772239685
946,2021-08-25 09:53:25+00:00,jesuspernez,False,1009,Barcelona,Cuando da el pepinazo de la vacuna?,4,0,4,LABEL_0,0.9939242005348206
947,2021-08-25 09:52:31+00:00,metgescatalunya,False,9788,Barcelona,El ritmo de vacunación cae hasta niveles de marzo en Cataluña https://t.co/ecc1bjTYCd a través de @el_pais,0,3,0,LABEL_0,0.9904915690422058
948,2021-08-25 09:48:49+00:00,Lairiel_Cosplay,False,2850,"Madrid, Comunidad de Madrid",Me duelen los ovarios porque me va a venir la regla y hoy me ponen la vacuna. Menudos días me esperan.,0,0,1,LABEL_0,0.9951893091201782
949,2021-08-25 09:48:31+00:00,superluci_,False,139,"Valencia, España",Que me baje la regla el primer día después de la segunda dosis de Pfizer... sólo podría mejorar mi día si me atropella un camión,1,0,2,LABEL_0,0.9936608076095581
950,2021-08-25 09:45:11+00:00,_FranDomenech27,False,216,Benaguacil ( Valencia ) ,Ahora que me han puesto la segunda dosis de la vacuna. Ya puedo decir que estoy inmunizado ✌🏽💉😜,1,0,4,LABEL_1,0.8522856831550598
951,2021-08-25 09:39:25+00:00,LadyLythene,False,869,Madrid,"Hoy toca vacuna final y ya adopción oficial del nuevo miembro de la familia. ¡ Bienvenido Baal! Dios de la lluvia, fertilidad y del robo de calcetines 🥰 https://t.co/zgLPe7DjUF",2,1,19,LABEL_1,0.5731988549232483
952,2021-08-25 09:34:47+00:00,SilviadelCast15,False,334,Madrid,"En mi hospital es llamativo el porcentaje de extranjeros no vacunados entre los enfermos graves de coronavirus. ¿Pasa tambien en otros? Si, como supongo, es también así se debe plantear una campaña de información y vacunación específica.",0,1,3,LABEL_0,0.9949260950088501
953,2021-08-25 09:33:39+00:00,veromxral,False,589,"Barcelona, España",es vdd q si en la primera dosis de la vacuna ya estuviste en la mierda en la segunda ya apenas se nota??? me la están colando vdd???? _voyamorir_,4,0,0,LABEL_0,0.9964818954467773
954,2021-08-25 09:32:28+00:00,DesyDrama,False,324,Madrid,Madre mía con la segunda dosis de la vacuna…moribunda es poco. Me duele hasta el pelo.,0,0,2,LABEL_0,0.9956971406936646
955,2021-08-25 09:29:39+00:00,JavieraM26,False,155,Barcelona,"Casi dos dias en cama que me ha dado la segunda dosis de la vacuna, ni tan mal 🙄",0,0,1,LABEL_1,0.7723215222358704
956,2021-08-25 09:26:10+00:00,jennagreenn_,False,52,"Valencia, España",Odio los 15 minutos de espera de la vacuna.,0,0,2,LABEL_0,0.9942877888679504
957,2021-08-25 09:24:02+00:00,Holly_Azorin,False,609,"Madrid, Comunidad de Madrid","Bonitos míos, el lunes me pusieron la 2 dosis de moderna y estuve hecha mierda hasta ayer por la noche.
Hoy ya no tengo fiebre y he podido ir a trabajar, así que esta noche streaming!

A todo esto este sábado 28 vamos a hacer un ampliable +4h! Luego os pondré los detallitos. https://t.co/473wOY0TvS",0,0,3,LABEL_0,0.7526394724845886
958,2021-08-25 09:17:34+00:00,EFEnoticias,True,1943140,Madrid,"La protección contra las infecciones por covid-19 en personas que están completamente vacunadas con los preparados de AstraZeneca y Pfizer comienza a disminuir en un plazo de unos seis meses.

https://t.co/8utR3WZcvY",10,15,10,LABEL_0,0.9842259287834167
959,2021-08-25 09:15:31+00:00,wikiRabanos,False,23,España levantina,"Hilo interesante de mujeres no fértiles debido a la vacuña, está bien tener una lista para descartar en un futuro https://t.co/vHbjXM1wWt",1,0,1,LABEL_0,0.9890232086181641
960,2021-08-25 09:15:04+00:00,SMMCmicromadrid,False,945,Madrid,La estrategia de vacunación en España es un éxito colectivo https://t.co/mXteZATV7B https://t.co/Nr8yhZqC9X,0,0,3,LABEL_1,0.9936913251876831
961,2021-08-25 09:08:11+00:00,EFEnoticias,True,1943140,Madrid,"Australia urge a acelerar la vacunación ante el aumento récord de los contagios.

https://t.co/CMaGyFGQME",1,4,2,LABEL_0,0.9880677461624146
962,2021-08-25 09:05:48+00:00,Diegomuvi7,False,714,"Valencia, España",Me ha dejado seco la puta vacuna 💉💉,0,0,2,LABEL_0,0.9928868412971497
963,2021-08-25 08:54:54+00:00,GranotaFootball,False,1842,"Valencia, España","Ooooh, que día más malo pasé ayer. Todo el día con la sensación de tener 38 de fiebre pero me tomaba la temperatura y no tenía fiebre. Lo de no tener ganas de hacer nada no creo que fuera la vacuna, ese era yo. Pero hoy ya bien. Windows 11 instalado. Hay que vacunarse gente 👌",3,0,17,LABEL_0,0.9925036430358887
964,2021-08-25 08:53:19+00:00,sofisouf_,False,191,"Madrid, Comunidad de Madrid",yo me cago en la puta vacuna de los cojones,1,0,2,LABEL_0,0.9956781268119812
965,2021-08-25 08:52:15+00:00,moni_gomeez,False,103,"Madrid, Comunidad de Madrid","Mañana me ponen la segunda dosis de moderna, se vienen cositassss",0,1,1,LABEL_1,0.9930705428123474
966,2021-08-25 08:52:03+00:00,exorsus12,False,1322,barcelona,he dormido menos de 4 horas me he despertado hace 15 minutos y estoy en el centro de vacunacion buenos dias para el que los tenga,0,0,2,LABEL_0,0.9857257604598999
967,2021-08-25 08:45:55+00:00,CivantosMota,False,283,"Barcelona, Espanya",La campaña de vacunación valenciana es Internet Explorer.,0,0,2,LABEL_0,0.6380542516708374
968,2021-08-25 08:45:15+00:00,serendipiaty,False,18157,Santiago Bernabéu,Llevo 23 horas sin dormir JAJAJAJJ ya verás esta tarde con el efecto de la vacuna además. Me va a tumbar.,1,0,0,LABEL_0,0.9940093755722046
969,2021-08-25 08:39:41+00:00,aalisson05,False,178,"Madrid, España",Por qué nadie habló de la alteración del ciclo menstrual post vacuna ptm,1,1,1,LABEL_0,0.994523286819458
970,2021-08-25 08:36:41+00:00,eboke,False,662,Barcino,"Hospitalizaciones de 13 estados de USA. La línea azul son no vacunados y la verde son vacunados.

#Vacúnate https://t.co/qNM47OuJmS",0,1,1,LABEL_0,0.9947191476821899
971,2021-08-25 08:36:01+00:00,nikitakd,False,2478,"Valencia, España","Pues Pfizer, ya tendríamos medio camino hecho!
#BaseDeDatosMedioActualizada https://t.co/XyD91k1qmV",1,0,4,LABEL_1,0.7975040674209595
972,2021-08-25 08:35:47+00:00,JuanjoSaezF1,False,10475,"Valencia, España.","Parece que me haya pasado un camión por encima con la segunda vacuna de Pfizer, estoy para el retiro ahora mismo 😂",21,2,41,LABEL_0,0.9870337247848511
973,2021-08-25 08:35:15+00:00,Miriamgc_po,False,73,"Valencia, España",La segunda vacuna y el primer día de regla q maravilla de día me espera.,0,0,1,LABEL_1,0.9918544292449951
974,2021-08-25 08:34:00+00:00,Eupharlaw,False,6975,Madrid,"¿Podría llegar España a plantearse la obligatoriedad de la vacuna para sus profesionales sanitarios?

https://t.co/gJzBIH4USH

#Vacuna #Vacunación #COVID19 #DerechodelaSalud #Eupharlaw",0,0,1,LABEL_0,0.9931793212890625
975,2021-08-25 08:32:01+00:00,marnyb_,False,727,Barcelona,ya va siendo hora de que se deje de hablar de que la vacuna afecta el ciclo menstrual y que se hable de que EL VIRUS afecta el ciclo menstrual https://t.co/rG8sgcG09i,0,1,2,LABEL_0,0.9907745718955994
976,2021-08-25 08:31:55+00:00,Popapast,False,63,"Barcelona, España",NO SOY ESE TORO BRAVO QUE PENSABA. LA VACUNA MA DAO FIEBRE. Buenos dias,2,0,6,LABEL_0,0.9952587485313416
977,2021-08-25 08:29:16+00:00,LiamADC_,False,642,"Valencia, España","La vacuna me ha hecho reacción y estoy con 38 de fiebre y un dolor increíble por lo que no voy a poder stremear, espero mañana estar mejor, sorry.",6,0,10,LABEL_0,0.9930318593978882
978,2021-08-25 08:25:45+00:00,dev_elizabeth,False,363,"Madrid, Comunidad de Madrid","Update vacuna: hmm, me siento como medio mareada? Es raro",3,0,4,LABEL_0,0.9955784678459167
979,2021-08-25 08:25:01+00:00,socpilardiaz,False,3169,Esplugues de Llobregat,"❗️IMPORTANTE❗️

💉 Nuevo punto de vacunación sɪɴ ᴄɪᴛᴀ ᴘʀᴇᴠɪᴀ en #Esplugues.

🗓 26/08/21.
⏰ De 16 a 20 h.
🏥 Edificio Cadí.
👨‍👨‍👧‍👦 Población a partir de 12 años.

👉🏼Aún quedan personas sin vacunar. ¡Nos necesitamos a tod@s!

#JoEmVacuno #YoMeVacuno https://t.co/KW90xsJICt",0,11,17,LABEL_0,0.911856472492218
980,2021-08-25 08:18:10+00:00,PrusianoS,False,264,"Barcelona, España",Vaya ¿Quién  iba a decir que Pfizer y Moderna nos la han colado doblada? https://t.co/kljz0QTWoM,0,1,4,LABEL_0,0.9964297413825989
981,2021-08-25 08:18:00+00:00,sentidocomun155,False,9758,"Barcelona, España","Por lo menos veo q ya salió aunque esté en silencio una vacuna q cura el cáncer, porq hace ya casi 2 años q nadie muere de él. 

España registra 190 muertes por covid, la cifra diaria más alta de la quinta ola https://t.co/sSXb6HL9k0 a través de @voz_populi",1,0,5,LABEL_0,0.9725080132484436
982,2021-08-25 08:14:03+00:00,jess291102,False,107,"Valencia, España",Yo no sé cómo serán los efectos secundarios de Moderna pero con Pfizer las estoy pasando muy putas hoy,0,0,1,LABEL_0,0.9956430196762085
983,2021-08-25 08:14:01+00:00,mariiadeel_,False,153,"Valencia, España",para que ir al gym a hacer hombro si te pueden pinchar pfizer,1,0,1,LABEL_0,0.9944894313812256
984,2021-08-25 08:09:30+00:00,valeriamoreno2,False,207,"Madrid, Comunidad de Madrid",Creo q duele más quitarte el esparadrapo q la vacuna en sí.,1,0,2,LABEL_0,0.9959166646003723
985,2021-08-25 08:09:00+00:00,LaVanguardia,True,1234510,Barcelona,"La variante Delta dificulta la relajación de las medidas anticovid en los colegios.

Los gobiernos autonómicos del PP pedirán hoy a la ministra de Educación  fondos específicos para afrontar el curso.

https://t.co/uMNBFVvVGT informa @cfdeh.",7,3,8,LABEL_0,0.9909955859184265
986,2021-08-25 08:05:59+00:00,jaimepele,False,5803,"Madrid, Spain","En esta “muestra” de más de 1.000 personas desde mayo se aprecia la evolución de la vacunación en España, a un ritmo increíble. Acercándose a los noventaytantos % con pauta completa! 👏🏻👏🏻👏🏻. https://t.co/DCFCHeJWKp",0,0,2,LABEL_1,0.9929075241088867
987,2021-08-25 08:05:05+00:00,FundacionAZ,False,5595,"Madrid, Comunidad de Madrid",En la Fundación AstraZeneca trabajamos desde el año 2002 para acercar la #ciencia a las personas y aportar un valor real a la sociedad https://t.co/N5nJP5PQxK https://t.co/pmb9jGIvgz,1,2,3,LABEL_1,0.9895115494728088
988,2021-08-25 08:00:53+00:00,CidobBarcelona,True,28697,"Barcelona, Spain","La vacuna está siendo utilizada como instrumento de poder y estatus por parte de las principales potencias. El capítulo coordinado por @polmorillas analiza el uso geopolítico de la vacuna que están haciendo la UE, EEUU, China, Rusia, América Latina e India https://t.co/HiLAeJDZBX https://t.co/dJiRjT2hc0",0,2,3,LABEL_0,0.9933672547340393
989,2021-08-25 08:00:51+00:00,enfermeratweet,False,35420,Barcelona,"Canarias pone en marcha la “vacuguagua” para inmunizar a quien no tenga ninguna dosis.

Los puntos móviles de vacunación, que todos los días cambiarán su ubicación, estarán operativos de lunes a domingo en horario de 10.00 a 14.00 horas.

#vacuguagua #YoMeVacuno https://t.co/6Hyhfjbizt",0,1,3,LABEL_0,0.7713636755943298
990,2021-08-25 07:51:52+00:00,diecicatorce_,False,41,"Madrid, España","Labor impagable hacen los sanitarios, no los curas. Y para qué quería una estrategia de vacunación si se la iba a saltar igual https://t.co/9olYD2FbVx",0,0,1,LABEL_0,0.9964639544487
991,2021-08-25 07:50:00+00:00,bolsamania,True,56672,Madrid,Goldman da marcha atrás en sus planes de vuelta a la oficina y exige la vacuna https://t.co/h5F7a4tnc0,0,0,1,LABEL_0,0.993302583694458
992,2021-08-25 07:43:07+00:00,marinasegura23,False,1193,Madrid,"El Ministerio de Educación y las comunidades autónomas evalúan hoy las medidas anticovid para el nuevo curso, el tercero en pandemia y, a prioiri, más seguro gracias a la la vacunación de los docentes y parte del alumnado https://t.co/GsT8KtDZag",0,0,2,LABEL_0,0.6515296101570129
993,2021-08-25 07:41:54+00:00,RosaliaGozalo,False,3127,Madrid,Francia recomienda una tercera dosis de refuerzo de la vacuna Covid-19 para mayores de 65 años y personas de riesgo https://t.co/ZUqpp0Mx6K vía @isanidad,0,1,3,LABEL_0,0.9911348819732666
994,2021-08-25 07:40:33+00:00,harvey_y_cosas,False,287,"Madrid, España","A ver cuando puede acabar mi travesía con la vacuna, que me ha dado una adenopatia, aka me a salido un bulto en la axila cosa que solo le da al 8℅  que si me va a tocar algo con ese pequeño porcentaje prefiero que sea un Euromillon o algo así",0,0,3,LABEL_0,0.9960231781005859
995,2021-08-25 07:38:35+00:00,Dannyelsan1613,False,4317,"Barcelona, España","Normalmente las enfermedades tienen primero un tratamiento, luego una cura y finalmente una vacuna.

En el caso del covid empezamos la casa por el tejado.

Es mejor vacunar al 100% de la población para las farmacéuticas, que aplicar tratamientos paliativos a tan solo un 40%.",1,13,37,LABEL_0,0.9884875416755676
996,2021-08-25 07:35:58+00:00,ItsTheSiberian,False,293,"Barcelona, Spain","Vacuna esta noche said: PLAS, COLLEJÓN",0,0,2,LABEL_0,0.9833940863609314
997,2021-08-25 07:33:47+00:00,Rodon_J,False,1685,Barcelona,"💉 Después de un extensivo análisis, la FDA americana autoriza una aprobación completa de la vacuna #PfizerBiontech para mayores de 16 años. Es la primera vacuna #COVID19 que va más allá de su uso como estado de emergencia. Señal que funciona correctamente 💊",0,3,17,LABEL_1,0.9695374965667725
998,2021-08-25 07:30:00+00:00,bolsamania,True,56672,Madrid,La aprobación formal en EEUU de la vacuna Pfizer acerca el poder obligar a ponérsela https://t.co/O0Dm0ShAuJ,2,0,2,LABEL_0,0.9869899153709412
999,2021-08-25 07:28:47+00:00,ttvRomeezy,False,73,"Valencia, Spain","Muy buenas gente! No he podido decir nada ayer por aquí, porque estaba pochísimo por la vacuna!😢Ahora mismo estoy un poco mejor y espero que se vaya disminuyendo el efecto!😣

Muchísimas gracias a tod@s los que pasasteis ayer y sobre todo a @_Nothum y @pageroxo por las raids!🖤",3,0,8,LABEL_1,0.9911126494407654
1000,2021-08-25 07:21:57+00:00,patrilaselma,False,2352,"Madrid, Spain","El relato frente al ADE que puedan sufrir los vacunados ya está preparado:

- Nueva cepa que evade la vacuna.
- Los egoístas que no se vacunan han traído esa cepa. https://t.co/mT8ywnY8sr",0,2,3,LABEL_0,0.9955095052719116
1001,2021-08-25 07:19:11+00:00,vicdesa,False,339,"Valencia, Spain",La 2a dosis de Moderna me ha dejado destruido. https://t.co/5TPOzDwxN5,1,0,0,LABEL_0,0.9960008263587952
1002,2021-08-25 07:19:04+00:00,ergtniw,False,158,"Barcelona, Catalunya",Segunda vacuna puesta ¿A que nivel evoluciono?,0,0,4,LABEL_0,0.992809534072876
1003,2021-08-25 07:17:45+00:00,albertopgimenez,False,5091,Madrid,"¿Qué pasa en las residencias 6 meses después de la vacunación completa?

Los muertos con covid en residencias se multiplican por 151 en solo cinco semanas https://t.co/q6CKSrnd91",0,1,1,LABEL_0,0.9948386549949646
1004,2021-08-25 07:16:54+00:00,JackieAR9,False,711,"Madrid, Comunidad de Madrid","El CEO de Pfizer ve ""probable"" que aparezca una variante de coronavirus resistente a las vacunas. https://t.co/z9AT27n8H5",0,1,1,LABEL_0,0.9947007894515991
1005,2021-08-25 07:15:33+00:00,toycansadit3,False,888,barcelona,otra regla q se me retrasa x culpa de la pfizer yes honey,2,0,2,LABEL_0,0.9957709908485413
1006,2021-08-25 07:15:07+00:00,javsofficial,False,257,"Madrid, Comunidad de Madrid",Poniéndome la segunda vacuna tengo que esperar 30 minutos en vez de 15 por ser alérgico al dalsy 🤡,0,0,1,LABEL_0,0.9949392080307007
1007,2021-08-25 07:13:45+00:00,patrilaselma,False,2352,"Madrid, Spain","¿Por qué no tenemos vacuna tradicional de virus atenuado?

Prefiero el virus puro antes que la de los trombos y la de las miocarditis. https://t.co/1LzZ5ff3ov",2,4,11,LABEL_0,0.9958580136299133
1008,2021-08-25 07:10:21+00:00,RN_revista,False,4317,Madrid,"El certificado #Covid que obligaría a la #hostelería a exigir a los clientes que acrediten su #vacunación, una prueba negativa o haber pasado la enfermedad, se ha convertido en uno de los #debates del verano en la #restauración española. 🤔

https://t.co/wUwFP0h8TQ",0,0,2,LABEL_0,0.9892491102218628
1009,2021-08-25 07:04:18+00:00,TheKingOfWar16,False,4754,"Valencia, España","Ayer me puse la segunda vacuna.
No cuando jugaba en el instituto a los calmantes acababa con el brazo tan hecho polvo 🤣🤣",1,1,4,LABEL_0,0.994218111038208
1010,2021-08-25 07:00:38+00:00,Aon_Espana,False,1779,Madrid,"Se espera un aumento de la inquietud a nivel mundial en 2022, ya que las vacunación global y el alivio de las restricciones convergen con el impacto económico y político acumulado de la pandemia de COVID19. #AonRiskMaps21
Valoración de nuestras expertas: https://t.co/KgpFMSwAle https://t.co/lvuf7SBsfR",0,1,2,LABEL_0,0.9949682354927063
1011,2021-08-25 06:56:54+00:00,alvarogilito,False,1210,Castalla,"Pues nada, ni tetas ni fiebre.
Una de cal y otra de arena.
#Vacunate https://t.co/hN4Q2YIbaS",1,0,4,LABEL_0,0.9959791898727417
1012,2021-08-25 06:54:11+00:00,ariannacerruty,False,914,"Madrid, Comunidad de Madrid","Marico que loco lo de el retraso de la menstruacion despues de la vacuna, a mi se me retraso 22 días 🙂",1,0,0,LABEL_0,0.9944278001785278
1013,2021-08-25 06:53:58+00:00,elperiodico,True,698330,Barcelona,"El descenso en el ritmo de la vacunación en España deja más de 7,8 millones de dosis en las neveras https://t.co/JaAVDZSRIn",1,4,4,LABEL_0,0.9885672330856323
1014,2021-08-25 06:52:45+00:00,ChristoDavid17,False,272,"Valencia,España","menuda fiebre llevo, y tengo el cuerpo como si me hubieran pegado una paliza, gracias pfizer",0,0,7,LABEL_0,0.9936951994895935
1015,2021-08-25 06:50:34+00:00,briandepalmera,False,271,Madrid ,que hija de re mil putas la segunda vacuna,1,0,0,LABEL_0,0.9952316880226135
1016,2021-08-25 06:48:22+00:00,FaresKameli,False,4627,Madrid,"Así nos va, resumo comunicado: ""En el RKI solo sabemos gestionar datos en base a un factor poco fiable, y además nada representativo, desde que se hacen autotest y el asintomático por vacunacion existe"" 💉
Por favor, un poco de seriedad y un buen equipo de datos, y a funcionar 🧠 https://t.co/hKcsoavQO1",1,0,4,LABEL_0,0.9879286885261536
1017,2021-08-25 06:34:11+00:00,AlvaroTWOL,False,2596,Madrid,"Los mercados usa en nuevos máximos el día de la aprobación final de Pfizer
El mercado lo ha interpretado desde una perspectiva de reapertura, pero no creo que sea como el anuncio de la efectividad de las vacunas en noviembre de 2020
y China... https://t.co/0aVn79gtMq",0,0,1,LABEL_0,0.9443181157112122
1018,2021-08-25 06:28:25+00:00,Reina_EnElNorte,False,67,"Valencia, España","Entre que anoche no dormi una pedazo de mierda porque llovió y tuve que cerrar para no mojarme, pase calor, me he tenido que despertar a las 6:30-7 (para luego nada como siempre) tengo que cuidar a mi sobrino, luego irme a una entrevista y después vacuna 2da dosis...hoy muero.",1,0,3,LABEL_0,0.9950880408287048
1019,2021-08-25 06:25:19+00:00,humana_generica,False,45,"Madrid, Spain","Me ha venido la regla y he vuelto a dormir decente, creo que hasta aquí llega la maldición de la vacuna de pfizer.",0,0,3,LABEL_0,0.9938713312149048
1020,2021-08-25 06:21:31+00:00,Numida13,False,4668,"Madrid, España","Sí... ya tal... siguiente pregunta... no, pero... ya tal... siguiente pregunta...
Todas las preguntas a las que Ayuso deberá contestar por su trato de favor en la vacunación: ""Ha humillado a las residencias"" via @El_Plural https://t.co/sHhXdzj98L",0,0,1,LABEL_0,0.9956374764442444
1021,2021-08-25 06:19:54+00:00,valenciaverguen,False,4398,"Valencia, España","Por si había pocos razones para la LACTANCIA MATERNA,otro más :
Según una nueva investigación de la Universidad de Florida,
la leche de las madres que reciben la vacuna contiene anticuerpos frente al Covid-19 ,que protegen a sus bebés frente a la enfermedad.",0,5,6,LABEL_0,0.950839638710022
1022,2021-08-25 06:10:05+00:00,PabloPaganM,False,1129,"Madrid, España","Esperando la vacuna mientras amanece y escucho Mastodonte en el coche. Felicidad, dónde?",0,0,1,LABEL_1,0.9056999087333679
1023,2021-08-25 06:09:01+00:00,ElHuffPost,True,523606,"Madrid, Spain","La ralentización de la vacunación en España deja más de 7,8 millones de dosis en nevera
https://t.co/DRJ4IyL8iw",0,0,3,LABEL_0,0.9897337555885315
1024,2021-08-25 06:08:20+00:00,EFEnoticias,True,1943140,Madrid,"EE. UU. dona un millón de vacunas de Pfizer contra la covid-19 a Vietnam.

https://t.co/CGyDDy7rHd",4,6,16,LABEL_0,0.8283945322036743
1025,2021-08-25 06:06:55+00:00,emilieinmadrid,False,66,"Madrid, Espagne","Hoy: me ponen la vacuna a las 10
Mi madre a las 7:30: BUENAS BUENASSSSS 

No sabéis las ganas que tengo de irme",1,0,5,LABEL_1,0.9897803068161011
1026,2021-08-25 06:05:08+00:00,andreaa_2906,False,520,"Barcelona, Espanya",Deseadme suerte para la vacuna😰,0,1,5,LABEL_1,0.9962396621704102
1027,2021-08-25 06:04:24+00:00,lovenursingmery,False,16932,"Valencia, España","Vacunación en adolescentes y sus dudas 
➡️Vacunación con otras vacunas de los 12 y 14a=esperar 1semana
➡️Con vacunas de alergia=no hace falta espera
➡️Embarazo=en cualquier momento
➡️Contraindicación=en caso de reacc alérgica a la vacuna
➡️Todas aquí⬇️
https://t.co/e0Zwu4kZSG",6,38,88,LABEL_0,0.9678049087524414
1028,2021-08-25 06:01:36+00:00,valenciaverguen,False,4398,"Valencia, España",El 75% de españoles mayores de 12 años tienen la pauta completa de vacuna https://t.co/yeXDbvLHIR,0,1,1,LABEL_0,0.9271171689033508
1029,2021-08-25 05:59:22+00:00,JompyTV,False,805,"Madrid, España","Buenos días!

Hoy me ponen la segunda dosis de la vacuna, espero no tener efectos secundarios.",3,0,7,LABEL_1,0.7107526063919067
1030,2021-08-25 05:57:37+00:00,elperiodico,True,698330,Barcelona,"Coronavirus: pandemia, vacuna y restricciones en Catalunya y otras comunidades  Noticias y última hora del covid en directo https://t.co/SqJ9dllSWc",0,0,1,LABEL_0,0.9844628572463989
1031,2021-08-25 05:52:44+00:00,Julio_RC_,False,93,"Madrid, Comunidad de Madrid","Anda mira qué bien, sigue llevando mascarilla y volviendo a casa a las 22 que la calle es muy peligrosa, es que no has oído hablar de la variante delta? https://t.co/mwAHW6vJ2I",1,0,0,LABEL_0,0.9897137880325317
1032,2021-08-25 05:35:27+00:00,chuletadeosler,False,33306,"Valencia, Spain","Vacunacion a 3500 metros sobre el nivel del mar. Hacemos lo que podemos con lo que tenemos, por el bien de todas y todos 🇵🇪🇵🇪

Via @rmvc76 https://t.co/ERGuP5iZrS",0,1,17,LABEL_0,0.9627156257629395
1033,2021-08-25 05:25:03+00:00,electrohimbo,False,3936,"València, País Valencià",la manera en la que me ha costado dormirme porque me duele el brazo de la vacuna y es para ese lado en que estoy acostumbrado a dormir,1,0,7,LABEL_0,0.9942688941955566
1034,2021-08-25 05:24:56+00:00,EFEnoticias,True,1943140,Madrid,"Educación y comunidades evalúan el nuevo curso, más seguro por la vacunación. 

https://t.co/LZQ4L2dWRY https://t.co/GUHLMNZSRh",0,1,3,LABEL_1,0.6913443207740784
1035,2021-08-25 05:10:50+00:00,villa_gabri,False,260,"Leganés, España","No dormí, tengo calore, me maree y decidi tomarme dos Paracetamol juntos como pega la segunda vacuna 👊👊👊👊👊",1,0,1,LABEL_0,0.9914600849151611
1036,2021-08-25 05:04:03+00:00,NostNGen_Eq,False,209,Barcelona,"Gracias a dios hoy ya apenas me queda efecto alguno de la vacuna, una ligera molestia de brazo y cabeza y ya. Otro día como el de ayer y yo me voy de la vida.",1,0,2,LABEL_0,0.9891562461853027
1037,2021-08-25 04:18:14+00:00,EFEnoticias,True,1943140,Madrid,"El Ministerio de Sanidad y las comunidades vuelven a reunirse  ante el pronunciamiento que aún debe hacer la Agencia Europea del Medicamento (EMA) sobre la posibilidad de administrar una tercera dosis de la vacuna contra la covid.
https://t.co/Un2pWXAASV",2,9,10,LABEL_0,0.9723881483078003
1038,2021-08-25 04:06:37+00:00,elecelorena,False,1048,"📍Fuenlabrada, España","me rindo gente, la vacuna me ha podido, encantada de conoceros a todos y recuerden nunca se fien de un géminis",1,0,5,LABEL_1,0.9958444237709045
