,date,username,description,verified,followersCount,location,content,replyCount,retweetCount,likeCount,quoteCount,hashtags
1207,2021-08-24 15:10:08+00:00,WhiskyTriple,"Negacionista, conspiranoico y lo que se os ocurra. Vacunas no, gracias. Fan de pensar por mi mismo. No al Nuevo Orden Mundial.",False,611,"Madrid, Comunidad de Madrid","Leo a un montón de gente hablando de la posible vacunación obligatoria, lo veo improbable, si lo pudieran hacer ya lo habrían hecho y por otro lado eso obligaría a la vez al Estado a hacerse cargo de todas las reclamaciones por efectos secundarios y/o muertes. Resistid!",0,0,1,0,
1208,2021-08-24 15:07:58+00:00,quediario,🌍 Cuenta oficial del Diario Qué! Visítanos en que.es y Facebook facebook.com/Que.es,True,39224,"Madrid, Spain","La EMA aprueba un aumento de la producción de las vacunas de Pfizer y Moderna
https://t.co/iQYowB9d3h",0,1,1,0,
1209,2021-08-24 15:07:39+00:00,FreddyDiazGa,Ecologista radical y proletario. ☭                         Decrecionista.,False,477,Vallekas,"¿Y las vacunas? @ClaudiaLopez
Que fiasco tan grande ese plan de vacunación de @Fruizgomez",0,0,1,0,
1210,2021-08-24 15:00:42+00:00,BlueLeaves_,No estoy mu pallá. Ahora madrileña y con gato… todo lo que nunca quise.,False,347,Madrid,Ya tengo la cita para la segunda dosis de la vacuna la semana que viene 🔥🔥🔥,0,0,4,0,
1211,2021-08-24 15:00:29+00:00,madrid365_es,"Actualidad local, noticias, actividades y mucho más para estar al día de lo que ocurre en la Comunidad de Madrid.",False,3850,Madrid,"El @WiZinkCenter administrará primeras dosis desde hoy sin cita previa 💉 #vacuna 
➡️ https://t.co/uAbLhAw66d https://t.co/aEStJW0jvI",0,1,0,0,['vacuna']
1212,2021-08-24 14:59:26+00:00,ReaccionarioEsp,"Varón, blanco, heterosexual, de derechas, carnívoro.
Igualdad, sí. Feminazismo, no.
Estado de derecho, sí. Estado social, no.
#StopCristianofobia
#StopIslam",False,10344,Madrid,"Suscribo cada palabra de este artículo de MARIAN FELIU.
Comparte si estás de acuerdo 🙏🏻
#YoNoMeVacuno https://t.co/japCGWXSNo",6,59,68,2,['YoNoMeVacuno']
1213,2021-08-24 14:55:37+00:00,gracemondala_,,False,6300,madrid,hechisima la vacuna https://t.co/2wfOeZIDjq,0,0,1,0,
1214,2021-08-24 14:55:16+00:00,molla_gomez,"Cinematographer 📹
📍Benimaclet, Valencia
- I was broke, you were hot -",False,85,"Valencia, España",¿Qué podrá más? ¿Los efectos de la vacuna o las 20 horas de sueño desde el viernes? En este cuerpo se está librando una batalla amigxs,2,0,4,0,
1215,2021-08-24 14:55:15+00:00,castillopsoe,Secretario General PSOE-Boadilla del Monte⚘@castillopsoe- Concejal Portavoz GMSocialista,False,859,"Boadilla del Monte, España","El extraño caso de la vacunación contra el coronavirus de 1.585 monjas y curas en Madrid
 -  https://t.co/3xFLMyXBLO",0,0,2,0,
1216,2021-08-24 14:54:45+00:00,3porciento_3,"Tra il dire e il fare c'é di mezzo il mare.
A veces traduzco memes, pero también los creo.
Pura sátira.",False,31995,"Barcelona, España","""Acabo de ponerme la segunda dosis de Pfizer y me siento muy bien, ninguna contrandicación"".
Mario, 35 años. https://t.co/47ob9dKNVh",14,6,95,1,
1217,2021-08-24 14:53:46+00:00,garciabanchs,E c o n o m i s t a,True,354937,"Madrid, España","La FDA no aprobará la vacuna contra el COVID-19 PRÓXIMAMENTE. Los funcionarios que firmen la aprobación de un producto farmacéutico que viola todos los protocolos establecidos en la ley terminarían enjuiciados con cargos penales.

https://t.co/KjOsKWl5Bl",23,43,75,5,
1218,2021-08-24 14:52:11+00:00,NewSid_,@SidNotSad no ha muerto. vive en mi curiouscat.qa/NewSid_,False,2320,Madrid,"Voy a romper una lanza en favor de @albertocc_ y @__franvillegas.
No seré yo el que diga que defienda las macrofiestas en pandemia…

PERO

Chiques, que llevamos más del 70% prometido de vacunación, realmente, en España, la pandemia está en los créditos.",6,1,13,3,
1219,2021-08-24 14:51:08+00:00,CiprianoVictoGa,,False,155,"Barcelona, España","Ante el aumento de fallecidos en las residencias¿ Alguien esperaba un cambio? la mejora de los residentes es gracias a la vacuna, la gestión de estos centros es la misma.Poco gasto y rentabilidad.HUELE A PODRIDO y las instituciones se tapan la nariz.",1,22,26,0,
1220,2021-08-24 14:48:07+00:00,natadeandres,Alcaldesa de Alcorcón. Secretaria General Agrupacion Socialista de Alcorcón Ramón Rubial.,False,7007,Alcorcón,"La ciudadania se merece una explicación sobre los criterios seguidos por @ComunidadMadrid en el proceso de vacunación #COVID19.
#Alcorcón https://t.co/8Eis2K3Tao",5,39,53,1,"['COVID19', 'Alcorcón']"
1221,2021-08-24 14:47:38+00:00,jorloplaz,"Doctor en informática, bloguero e inquieto cultural. Harto de tanta absurdidad en el mundo. Con opiniones e ideas polémicas, pero que siempre intento razonar.",False,1846,Madrid,"Siempre voy a los países malditos, y siempre compruebo que no pasa nada. “Rumanía: la Europa que no se vacuna” titula @el_pais en su línea apocalíptica: https://t.co/i6T1CZhfSL ¿La realidad cuando vas? 👇 https://t.co/BOMbwi46Cs",2,3,6,0,
1222,2021-08-24 14:42:05+00:00,AlvargonzalezV,"Estrategia de Inversión. Socio fundador de @NextepFinance. Autor del libro ""¿Y yo, qué hago con mis ahorros?""",False,7010,"Madrid, España",En esta última la “explicación” era la variante Delta -no se donde ven que esté afectando a la recuperación- y la otra era tan forzada que ya ni me acuerdo cuál era. Lógicamente la corrección ha sido muy leve. https://t.co/bypRkNjcUA,0,1,11,0,
1223,2021-08-24 14:41:37+00:00,karola_pons,,False,180,Madrid,"¿Cómo funciona la vacuna que están inyectando a nuestros niños de Pfzier y Moderna?

Estas nanopartículas constan de una envoltura que tiene 4 lípidos diferentes. Dos de ellos el colesterol y los fosfolípidos son en principio inocuos. https://t.co/1b05ZoXl8Q",1,0,0,0,
1224,2021-08-24 14:41:34+00:00,MostTuitero,Paremos esta locura juntos. #MiVidaMiOxigeno,False,1869,"Madrid, Comunidad de Madrid","Pfizer lo ve todo como un negocio redondo, si sus falsas vacunas causan esterilidad, pues tranquilos que ya tienen el cytotec para ayudarte a expulsar el aborto... y así todo.",0,1,13,0,
1225,2021-08-24 14:40:25+00:00,MaiteVarasOrtiz,"Philologist & Linguist ~TM Team Nigiotti ~Adm. @diodato_spain (Instagram). I ❤ Italian music, football, travels, animals. Anticomunista. Antiglobalista. #VOX",False,2851,"Valencia, Spain","""Conoce la trayectoria de Juan Pablo Medina, el actor de ""La casa de las flores"" que se recupera tras la amputación | QueVer"" https://t.co/sZhGeeFzGL
El actor sufrió la amputación de una de sus piernas, debido a una trombosis y tuvo que ser intervenido urgentemente. #YoNoMeVacuno",0,0,1,0,['YoNoMeVacuno']
1226,2021-08-24 14:39:53+00:00,roociomarcos_,Filosofía UV🌵,False,167,"Valencia, España",Ducharse al día siguiente de q te pongan la vacuna toda una experiencia,0,0,4,0,
1227,2021-08-24 14:38:36+00:00,Beholder_FFC,"Arquitecto, Roleplayer, Miniature painter.",False,2002,Madrid,"Lo jodido es que el experimento lo hacen por decenas de miles cada día con la vacuna de mierda. 
Eso oarece que a la tiranía tecnosanitaria sí le mola. 
6000 muertos en exceso el múltimo mes. https://t.co/J4lauQPwVz",0,5,11,0,
1228,2021-08-24 14:35:09+00:00,jimmy_terron,Baby I'm not even here,False,67,Madrid ,"Dime algo que se pueda decir en el centro de vacunacion y en la cama.
Empiezo yo:
Vaya cola",7,4,15,0,
1229,2021-08-24 14:34:26+00:00,IyC_es,"La revista de divulgación científica en español con la trayectoria más larga y sólida. 
¡Lee todos nuestros contenidos sobre COVID-19! 👉 bit.ly/IyC-COVID19",False,442023,Barcelona,"Un estudio con cientos de miles de participantes revela que, al principio, las personas vacunadas contra la COVID-19 muestran una buena inmunidad contra la variante delta. Sin embargo, esa protección se ve mermada con el paso de los meses.

#Actualidad

https://t.co/oKeYWAunMR",0,9,16,1,['Actualidad']
1230,2021-08-24 14:31:25+00:00,pais_gran,Vamos a vencer. Quitaos de la cabeza la agenda 2030.,False,2333,"Madrid, España","Médico promotor de la vacuna Janssen. 
Vacuna, por cierto, retirada por sus graves efectos secundarios.

José Luis, ¿duermes por las noches? https://t.co/rny9Mw7zkg",1,2,2,0,
1231,2021-08-24 14:31:22+00:00,ShawtyCamila,💚JUSTICE 💚,False,718,"Barcelona, Cataluña",Los efectos secundarios de la vacuna con la regla me tienen harta.,0,0,1,0,
1232,2021-08-24 14:30:02+00:00,elindepcom,"#ElIndependiente, medio ideado, creado y controlado por periodistas. 
Dirige @garcia_abadillo #SomosIndependientes
facebook.com/indpcom instagram.com/elindepcom",True,100343,"Madrid, Comunidad de Madrid","💉➡ VACUNA CORONAVIRUS | Un estudio del CSIC refuta la necesidad de una tercera dosis para la población general
https://t.co/na45qS0XeY",3,9,6,0,
1233,2021-08-24 14:28:14+00:00,m_troit,Máster en Ingeniería Aeronáutica - UPM ✳  Profesor de 1º Grado en Ingeniería Aeroespacial en Academia GH ✈️ En mis ratos libres cocino e investigo.,False,340,"Madrid, España","estoy en la puta mierda, maldita vacuna",0,0,8,1,
1234,2021-08-24 14:25:20+00:00,SEQC_ML,"Sociedad Española de Medicina de Laboratorio. Formación, publicaciones, becas y ofertas de empleo para especialistas en Análisis Clínicos y Bioquímica Clínica.",False,1882,"Barcelona, España","Nueve de cada diez casos detectados en España son de la variante delta
La variante delta sigue su expansión por todo el territorio superando en la mayoría de comunidades el 90%, salvo Canarias, Madrid, Castilla y León, Extremadura y La Rioja.
https://t.co/kYGaavWvn0 https://t.co/S8m7s4D6YZ",0,1,0,0,
1235,2021-08-24 14:25:07+00:00,Blog_ElCanchero,Periodista,False,239,Madrid,"El uso obligatorio de mascarilla en el fútbol base en la @ComunidadMadrid podría ser discutido, por contexto, hace un 1 año, aunque careciera de rigor científico. Esta temporada, con la vacuna, es absurdo, ridículo e inadmisible. @RFFM_oficial @Balon_Tierra @ForoFutbolBase",2,7,31,0,
1236,2021-08-24 14:22:57+00:00,lilmagcongirl_,12.05.17 Shawn Mendes. → Women matter ←,False,988,Barcelona,Esta vez si he sentido el liquido de la vacuna xd,0,0,2,0,
1237,2021-08-24 14:20:21+00:00,Daruma_SN,"MC y Analísta de batallas de freestyle 🟣 Twitch: twitch.tv/daruma_sn
🔴Youtube: youtube.com/daruma_sn 📷Instagram: instagram.com/daruma_sn",False,4888,"Madrid, Comunidad de Madrid","Me han puesto la primera dosis de la vacuna.
Voy a ver si lo de la moneda funciona, así me evito tener que llevar la cartera a todas partes.",0,0,31,0,
1238,2021-08-24 14:19:38+00:00,wikiURSS,"Los trabajadores no tienen patria  ///
el maricon de estopa ///
 telo li mi li lawa e linja tawa e mani sina ///
icon por @ocea_nix
Amigo de @Halfonso_99",False,324,"Valencia, España",Broma sobre vacunacion realizada,0,0,3,0,
1239,2021-08-24 14:15:00+00:00,sanidadgob,Ministerio de Sanidad #YoMeVacunoSeguro,True,665655,"Madrid, España","💡¿Conoces la labor de farmacovigilancia de las #VacunasCOVID19 que realiza @AEMPSGOB junto con las #CCAA y el resto de agencias de medicamentos nacionales? 

Toda la ℹ️👉 https://t.co/a6OiXMAfTq

#YoMeVacuno 
#YoMeVacunoSeguro https://t.co/bfeaOyVru6",6,20,35,1,"['VacunasCOVID19', 'CCAA', 'YoMeVacuno', 'YoMeVacunoSeguro']"
1240,2021-08-24 14:09:31+00:00,FrancescRoldan,Intentando ayudar a los otros si se puede,False,357,barcelona,"Pfizer soborna para callar bocas. Dinero recibido de sus accionistas, emtre los que hay FONDOS BUITRE. #Plandemia 
https://t.co/r1TiAUxUBy",0,1,0,0,['Plandemia']
1241,2021-08-24 14:05:17+00:00,beatrizgp26,Salud/Psicología. En LaSexta.com @atresmediacom. 'Yo soñaba cada día poder alcanzar la playa'⚡,False,1379,Madrid,"#vueltaalcole Con la incidencia actual, los adolescentes en proceso de vacunación y el comienzo de curso a la vuelta de la esquina, el escenario para los niños puede volverse complicado. Tranquilidad. Expertos en pediatría resuelven las dudas  🙆‍♀️https://t.co/rV71ioXTiK @laSextaTV",0,1,2,0,['vueltaalcole']
1242,2021-08-24 14:04:02+00:00,MaiteVarasOrtiz,"Philologist & Linguist ~TM Team Nigiotti ~Adm. @diodato_spain (Instagram). I ❤ Italian music, football, travels, animals. Anticomunista. Antiglobalista. #VOX",False,2851,"Valencia, Spain","La primera jornada de vacunación a menores de 12 y 13 años arranca en Galicia con colas https://t.co/x7pV55i4zx vía @Quincemil15000

Es más fácil para el mundo aceptar una mentira simple que una verdad compleja. Prefieren ser engañados en masa que quedar aislados por disentir.",0,0,1,0,
1243,2021-08-24 14:03:43+00:00,frandifu,Investigador en @HIV_IPLab,False,244,Madrid,"- Vacuna de proteína recombinante (baculovirus+células insecto) en fase 3

- Sanofi/GSK esperan aprobación en Q4 2021, tras resultados del fase 2 (no publicados)

- Diseño basado en variante beta, mayor capacidad neutralización cruzada frente a gamma
👉https://t.co/Kp5Kq5ZQJm

👇 https://t.co/Btf9kO0z67",0,0,3,0,
1244,2021-08-24 14:02:01+00:00,ElHuffPost,Estamos en: ▶ Instagram: bit.ly/2gL30zd ▶ Telegram: t.me/elhuffpost ▶ iPhone: bit.ly/1AokTa1 ▶ Android: bit.ly/1NcE6TE,True,523606,"Madrid, Spain","España refuerza el proceso de vacunación con 500.000 dosis de Sanofi
https://t.co/96xCzzaWaz",0,7,18,2,
1245,2021-08-24 14:00:52+00:00,rod_KRFR,"Análisis sobre las tecnologías encaminadas a volvernos transhumanos. El debate social sobre bioética, inteligencia artificial, robótica ha de ser el día a día.",False,170,Barcelona,Que interesante... No solo dice de tratar efectos contrarios a las vacuna sino de Covid. https://t.co/fApdhZhtTU,0,1,1,0,
1246,2021-08-24 13:59:21+00:00,FrancescRoldan,Intentando ayudar a los otros si se puede,False,357,barcelona,"Así matan 2 de golpe. HdP #YoNoMeVacuno #Plandemia 
https://t.co/caFqKl7eyF",0,2,0,0,"['YoNoMeVacuno', 'Plandemia']"
1247,2021-08-24 13:59:12+00:00,hozelit,,False,20469,Madrid,"hoy he ido a ponerme la segunda dosis de la vacuna y el personal del centro de vacunación estaba bailando y cantando sevillanas cuando he llegado 

así es andalucía 💚💃🏾",2,4,57,1,
1248,2021-08-24 13:57:30+00:00,paulagtl_,we are all mad here,False,103,"Madrid, España",La segunda dosis de moderna me está destrozando,0,0,2,0,
1249,2021-08-24 13:55:26+00:00,flejet0nta,Ignorada pero no ignorante ENFP,False,755,"Valencia, España",la jamba q m puso la vacuna era to maja no se ojala le vaya todo bien,0,0,2,0,
1250,2021-08-24 13:54:30+00:00,elboletinmadrid,Diario de actualidad y finanzas. También en Facebook facebook.com/elboletincom-1… o en nuestro canal de telegram telegram.me/elboletin,True,9413,"Madrid, España",España compra otras 500.000 dosis de la vacuna de Sanofi/GSK https://t.co/agIi7jQn9f #Vacunación #Vacunas #VacunaCOVID19,0,2,4,0,"['Vacunación', 'Vacunas', 'VacunaCOVID19']"
1251,2021-08-24 13:53:27+00:00,NoeliaGF97,"me gusta libre 🦋✨ |
 460",False,4109,"Madrid, Comunidad de Madrid",oye con la vacuna os han dolido las tetas o algo ?????? Pregunta seria jajajajaja,1,0,2,0,
1252,2021-08-24 13:53:13+00:00,cascabelu,"Cada batalla perdida, me enseñó una salida. Productora de audiovisuales y espectáculos. Fotógrafa de eventos y de la vida.",False,661,Zaragoza/Barcelona,"lo que estoy es en la mierda por la maldita vacuna, esperanza… jaajajajajajaja https://t.co/OYN8wQPBgN",0,0,1,0,
1253,2021-08-24 13:52:15+00:00,DiSiCo48,"Podría haber sido Disico, estudiante de física y fan de Físico, pero que pereza.

CREO EN EL PLAN",False,173,"Madrid, España",Pues yo lo estoy pasando peor 3 días después de ir a un rocódromo que con las 2 dosis de la vacuna XD,0,0,2,0,
1254,2021-08-24 13:51:23+00:00,ASanzVentura,"Ciudadano liberal 🧡🏳️‍🌈
𝘌𝘭 𝘧𝘶𝘵𝘶𝘳𝘰 𝘯𝘰 𝘦𝘴𝘵á 𝘦𝘴𝘤𝘳𝘪𝘵𝘰, 𝘱𝘰𝘳𝘲𝘶𝘦 𝘴ó𝘭𝘰 𝘦𝘭 𝘱𝘶𝘦𝘣𝘭𝘰 𝘱𝘶𝘦𝘥𝘦 𝘦𝘴𝘤𝘳𝘪𝘣𝘪𝘳𝘭𝘰 - A. Suárez",False,4685,"Valencia, España",Ya con la segunda dosis de #Pfizer 💪💪,1,0,1,0,['Pfizer']
1255,2021-08-24 13:51:21+00:00,Repollication,Me estoy agobiando,False,634,Barcelona,me ha salido un bulto en la clavícula y no se si es que se me ha inflamado un ganglio por la vacuna o que pero me duele🤡,1,0,0,0,
1256,2021-08-24 13:49:14+00:00,LadyFreeDom_,"Estudiante de ingeniería informática, amante de las BBDD, de los 🎳 y los libros | Proyecto de Data Engineer | Main DH Tank ❤️  #ForTheHorde",False,334,"Valencia, España","Que digo, que por qué no puede haberme sentado bien la vacuna, si yo solo quería jugar toda la tarde y aprovechar los días que me quedan antes de que comience la universidad
Que si, que ya sé que soy llorica, es que con fiebre soy llorica, qué le vamos a hacer.
Os toca soportarme",1,0,0,0,
1257,2021-08-24 13:48:06+00:00,CSCanalDePanama,🏥 Perfil no oficial del Centro de Salud Canal de Panamá.,False,47,"Madrid, Comunidad de Madrid",💉 Actualización del protocolo de vacunación a personas con infección previa por COVID-19. https://t.co/Wu5T0IDNIX,0,4,3,0,
1258,2021-08-24 13:47:47+00:00,OteroManoli,cada mañana cuando me levanto me miro al espejo y sonrio y doy gracias a la vida que me ha dado tanto,False,30689,"Madrid, Comunidad de Madrid","#MarGenteChachi24Ago
Mi niña, después de la vacuna 😂😂 https://t.co/Ph29RREDFP",14,0,48,1,['MarGenteChachi24Ago']
1259,2021-08-24 13:47:41+00:00,LiamADC_,Intento de streamer y ADC (GM) // Best Jhin EUW,False,642,"Valencia, España",Si no tuiteo en 30 min la culpa es de la vacuna,3,0,5,0,
1260,2021-08-24 13:42:32+00:00,PotyDeed,"estudio las mentes comunistas/ borregos. no soy pastor ni granjero,cuido el rebaño",False,1494,"Madrid, Comunidad de Madrid",Cómo es posible con el 70% de la población vacunada sigue habiendo tanto contagio? Debería haber un 70% menos de colapso solitario . Aquí huele a chollo 100000 € de fayser para los que promocionan su vacuna. https://t.co/0QoKtJyn8L,1,0,0,0,
1261,2021-08-24 13:42:06+00:00,Alejandro092_,ey,False,21,Sabadell,no se si debería ir al gym con la vacuna recién puesta pero si eso ya se arrepentirá mi yo de más tarde,0,0,1,0,
1262,2021-08-24 13:39:36+00:00,fracaseando,Sigo viva y aún no entiendo cómo.,False,33,"Barcelona, España","- ¿Cuál es tu cita ideal?
- La de la vacuna.",0,0,2,0,
1263,2021-08-24 13:37:25+00:00,JuanjoSaezF1,"La #Formula1 como forma de vida. Le doy a las teclas, trabajando y juntando letras en @cardriverthef1. Contacto: juanjosaez3@gmail.com #F1",False,10475,"Valencia, España.","Me acaban de poner la segunda vacuna de Pfizer, espero no estar en la B entre esta noche y mañana 😂🙏💉.",6,1,28,0,
1264,2021-08-24 13:37:05+00:00,lipacyrus,"I was born to run, I don't belong to anyone",False,455,"Valencia, España",Vacunación de la segunda dosis Pfizer realizada 👍🏼👍🏼👍🏼👍🏼 ahora a esperar el crecimiento mamario supongo https://t.co/Py4Izpww4x,0,0,12,1,
1265,2021-08-24 13:36:30+00:00,bolsamania,"Toda la #ÚltimaHora para el inversor informado. La web de la #Bolsa, la economía y los #mercados.",True,56672,Madrid,"#Apertura | #WallStreet extiende sus ganancias con nuevo récord del #Nasdaq y gracias al optimismo general de los inversores tras la aprobación de la vacuna de Pfizer
https://t.co/ntTMACbCPu https://t.co/d13s8BBl1r",0,1,2,0,"['Apertura', 'WallStreet', 'Nasdaq']"
1266,2021-08-24 13:34:12+00:00,Pedro_Castro,"Fue Alcalde del Ayuntamiento de Getafe, ciudad que ha ocupado y ocupa mi vida y mis pensamientos",False,12545,Getafe,Buscando una vacuna universal frente a los coronavirus https://t.co/omxf4PjwE6,0,2,2,0,
1267,2021-08-24 13:32:41+00:00,Gomezroig,"Ilustradora y viñetista en mi casa porque no salgo nunca.  
Encargadme algo chulo al mail: marinagroig@gmail.com

Porfa",False,132,"Barcelona, Cataluña","La segunda dosis de la vacuna me ha ganado so mi hermana ha aparecido en mi cuarto con una rama de albahaca, una de romero y otra de hierbabuena.
He sido hechisada.",0,0,4,0,
1268,2021-08-24 13:24:04+00:00,edit_agricola,"📰 Editorial Agrícola Española, desde 1928 especializada en publicaciones sobre el #MedioRural ▶️ Revistas #Agricultura y #Ganadería, y Jornadas #AgCafé",False,17104,"Madrid, España","🛡️ El avance en la vacunación, aliado de @SommetElevage 🐄 Aunque por el momento el contexto sanitario todavía tiñe como inciertos a los desplazamientos internacionales, todo hace indicar que la libre circulación de personas se reanudará este otoño ⤵️
https://t.co/K3VyfouTcM",0,2,5,0,
1269,2021-08-24 13:23:53+00:00,Gatodonte1,"Estadísticas, economía, actualidad y otras curiosidades",False,3103,Madrid-España,"Es desolador salir a la calle y ver a la gente enmascarada como en junio de 2020. Si la vacuna no inmuniza, no es una vacuna, será un tratamiento preventivo temporal de síntomas graves (con efectos secundarios raros), pero no una vacuna.",2,1,3,0,
1270,2021-08-24 13:19:05+00:00,iditesde,"Instituto para el desarrollo de la Inteligencia en el ámbito del Terrorismo, Seguridad y Defensa.

📱TG: t.me/IDITESDE
📩Contacto: info@iditesde.es",False,316,"Madrid, Spain","👉🏻Un informe del departamento que dirige el general Ballesteros asegura que la vacuna contra el Covid🇪🇸, además de ser concebida como un activo estratégico por parte de actores estatales, lo es desde un punto de vista de la competitividad comercial🧐

https://t.co/al7R0NG5sM",0,1,1,0,
1271,2021-08-24 13:18:22+00:00,JumaDeJumanji,"Voy a hacer como que he vuelto a Twitter para quedarme.

IG:@DeNombreJuma",False,89,"Valencia, España","Pues ya estaría.

Lo que más ha dolido de la vacuna ha sido leer los post-its en una pared titulada '1000 motivos para vacunarte' escritas por personas contando sus vivencias por el virus.

Me he puesto a llorar mientras las leía de lo duro que ha sido todo.",0,0,3,0,
1272,2021-08-24 13:18:00+00:00,anabanchel,"En el camino de baldosas amarillas...
#TeamAyuso",False,494,Madrid,"De Fernando Simón, tras decir que en España no habría variante Delta, no se ha vuelto a saber nada, no??
Aunque seguirá cobrando a final de mes, seguro... https://t.co/y7Eq4ZVV9N",0,0,3,0,
1273,2021-08-24 13:16:59+00:00,mayemacs,"mom. mexican. marketing person. tv show & esports/sports watcher. plant whisperer. ice cube eater. gaming, tech & fashion junkie. not-a-great player of TFT.",False,2349,Barcelona,"‼️ Anuncio importante de John Needham, Global Head of Esports ‼️
TL;DR - Las dificultades causadas x el COVID y su variante DELTA continúan. El equipo quiere asegurarse de que TODOS los equipos clasificados puedan competir. Por esto, Worlds 2021 será en Europa. + detalles pronto! https://t.co/ieftvrXxlD",2,4,38,2,
1274,2021-08-24 13:15:54+00:00,aranchar11,el amor es pico tres |ø|,False,617,Madrid,"Lo siento recy te he fallado, he tenido sudores fríos y no por follar si no por la vacuna",0,0,7,0,
1275,2021-08-24 13:15:00+00:00,radio5_rne,Todo Noticias de @rne,True,80929,"Madrid, España","El problema de quienes no están en el registro de vacunación 

▪️Para poder acceder hay que llevar tres meses viviendo en el país, tener un pasaporte actualizado y estar empadronado: muchos migrantes se quedan fuera

Informa I Alex Llorca @RookieLlorca 

https://t.co/NTpT5C2PPg",0,0,1,1,
1276,2021-08-24 13:13:08+00:00,tesamolla,"25. Jurista, bisexual y feminista ⚖️ Opositando a juez 📚 insta: temovi",False,652,"Valencia, España","la vacuna me ha quitado el cante de hoy, espero que me deje cantar el viernes 🙏🏼",0,0,1,0,
1277,2021-08-24 13:06:26+00:00,fabiana_d,no soy de aqui ni de alla,False,173,"Barcelona, Catalonia","Mientras atendían a E, una doctora me estaba vendiendo la vacuna, ""aún no se la ha puesto? Sabe que hay muchos beneficios en mujeres embarazadas? Quiere más información? Tenemos un departamento""...por un momento sentí que me vendía Herbalife.",0,0,0,0,
1278,2021-08-24 13:00:49+00:00,Mullen_Official,Madridista de corazón. Apasionado a los cómics y todo lo nerd. No soy otaku,False,386,HALA MADRID,Alguien por favor que les mande ayuda a las chavas que trajeron tacones a la fila de la vacuna.,2,0,7,0,
1279,2021-08-24 13:00:02+00:00,ElGlobalEs,"El periódico farmacéutico líder en España en información sobre salud, sanidad, farmacia, industria, política farmacéutica y medicamento",False,29603,"Madrid, España","La vacuna contra la #tuberculosis recibe un impulso de financiación

📈La Fundación Gates destina 1,5 millones de dólares a la red VALIDATE para el desarrollo de una vacuna eficaz contra la TB
https://t.co/CNB0reQoPs",0,1,0,0,['tuberculosis']
1280,2021-08-24 12:56:10+00:00,hugomabarca,"Buenista, progre y mediocre pero tampoco mucho.  Diputado por Más Madrid. He escrito un libro catarata.org/libro/la-alter…",True,40001,Madrid,"Más Madrid solicita un Pleno extraordinario para abordar ""el supuesto fraude"" con la vacunación en la Comunidad https://t.co/xGdDmysXG8 vía @epmadrid",0,11,14,0,
1281,2021-08-24 12:50:10+00:00,Abelgs02,"Enfermero en Madrid 💉👨🏻‍⚕️🦠. 
Gaditano 🧜🏼‍♂️(con un roalillo de Graná 🏔️).
Ig: @abelgsa",False,2367,"Madrid, Comunidad de Madrid","No hay personal suficiente si:
- Tengo vacunación de 14:30 a 17:00
- PCRs y antígenos de 16:30 a 21
- Aun no teniendo hueco con mi agenda personal cerrada, teleconsultas varias y una úlcera que curar de un paciente oncológico en quimioterapia a las 16:40.",1,4,20,0,
1282,2021-08-24 12:49:58+00:00,Liber_Montero,"Talaverano. Exconcejal, eurofán, cómico, cantante y drag ‘La Pinchos’. ‘Vida sana, un poco de ejersisio y equis ele ese’.",False,970,Madrid,"El que no se vacuna es porque no quiere. 

¡VACÚNATE! https://t.co/EZtNzXYHy0",0,0,1,0,
1283,2021-08-24 12:45:00+00:00,sanidadgob,Ministerio de Sanidad #YoMeVacunoSeguro,True,665655,"Madrid, España","🔴 El Consejo de Ministros aprueba la adquisición de 500.000 nuevas dosis de #VacunaCOVID19 💉de #Sanofi/GSK

✅ Su entrega está prevista para el primer trimestre de 2022

➕ℹ️👉 https://t.co/eI1OuWV9C1

#YoMeVacunoSeguro https://t.co/dqMHMPuVLd",14,44,135,9,"['VacunaCOVID19', 'Sanofi', 'YoMeVacunoSeguro']"
1284,2021-08-24 12:41:03+00:00,Popapast,"22//Videojuegos//The Legend of Zelda//❤️MACARRONES❤️
Me gusta analizar cosas, aunque no lo hago a menudo.
myanimelist.net/profile/Popapa…",False,63,"Barcelona, España","Epectacular insomnio por el picazón de una TERCERA cosa que me lo provoca, que a saber qué es. He dormio 1 hora y tengo que ir a la segunda dosis de la vacuna, me duele un ojo y encima tengo que ir al dentista urgentemente. Pero buenos dias supongo nose",4,0,4,0,
1285,2021-08-24 12:38:46+00:00,Serpadres_es,"La mejor información sobre embarazo, lactancia, bebés, niños, expertos, educación infantil, salud... para la etapa más hermosa de tu vida 👶 #SerPadres",True,142419,Madrid,"Las mascarillas, la distancia social de seguridad y la vacunación volverán a ser los protagonistas de este regreso a las clases que tendrá lugar en apenas unas semanas. ¿Cómo preparar psicológicamente a los niños? https://t.co/PV67lrPSz6",0,1,2,0,
1286,2021-08-24 12:34:38+00:00,aisa_mendoza,🕵🏻Criminóloga📚El mejor regalo siempre será un libro. 🔪Escribo sobre #truecrime 🔍Gestiono el club de lectura de novela negra #ElbigotedePoirot,False,1873,"Valencia, España","Ayer me pusieron la segunda dosis de la vacuna y no le deseo a nadie la nochecita que me ha hecho pasar… 🥴 aunque ya estoy mucho mejor. 

Eso sí, me he ganado una sesión de película de terror.",11,0,20,0,
